buyer_id,median_gap_days,mean_gap_days,n_gaps,frequency_segment
4042624,18.0,130.42857142857142,7,monthly_like
4043716,23.0,38.6875,16,monthly_like
4044364,413.0,413.0,1,rare
4045954,43.0,43.0,1,low_freq
4046585,50.0,74.33333333333333,3,low_freq
4046997,8.0,28.642857142857142,14,high_freq
4047296,11.5,12.166666666666666,12,high_freq
4047913,86.0,86.0,1,rare
4048683,199.5,199.5,2,rare
404876,113.0,113.0,1,rare
4050593,6.5,6.730769230769231,26,high_freq
4050987,406.0,406.0,2,rare
4051128,39.0,67.83333333333333,6,low_freq
4051247,0.0,0.0,1,high_freq
4051700,30.0,120.75,8,monthly_like
4053052,87.0,89.0,5,rare
4053306,14.0,55.111111111111114,9,high_freq
4053755,13.0,40.0,7,high_freq
4053967,12.0,12.0,2,high_freq
4054582,8.5,15.25,8,high_freq
405513,186.0,157.33333333333334,3,rare
4056071,19.5,21.125,8,monthly_like
405636,16.0,25.52,25,monthly_like
4056971,82.0,82.0,2,rare
4057114,22.5,30.5,4,monthly_like
4057604,14.0,26.2,5,high_freq
4057652,14.0,138.25,4,high_freq
4057981,659.0,659.0,1,rare
4058489,0.0,15.555555555555555,9,high_freq
4059685,198.5,198.5,2,rare
406025,68.0,93.75,4,rare
4062155,42.0,185.8,5,low_freq
4062299,52.0,45.0,4,low_freq
4063334,419.0,419.0,1,rare
4064053,33.0,33.0,2,low_freq
4064557,20.0,19.0,3,monthly_like
4065248,42.0,43.5,4,low_freq
4065474,4.0,13.538461538461538,13,high_freq
4067110,329.0,329.0,2,rare
4067243,24.0,44.69230769230769,13,monthly_like
4068036,21.0,21.0,1,monthly_like
4068266,276.0,276.0,1,rare
4068819,303.0,303.0,1,rare
4069144,146.0,146.0,2,rare
4070152,6.0,115.625,8,high_freq
4071091,3.0,3.0,2,high_freq
4071848,48.5,48.5,2,low_freq
4073521,82.0,266.6666666666667,3,rare
4074364,68.0,68.0,1,rare
4074666,13.0,15.333333333333334,3,high_freq
4075047,71.0,62.5,6,rare
407667,912.0,912.0,1,rare
407729,19.0,70.0,15,monthly_like
4077502,16.5,29.8125,16,monthly_like
4078042,29.0,29.0,2,monthly_like
4078068,76.5,245.5,4,rare
407832,1.0,19.857142857142858,7,high_freq
4078521,234.0,179.0,3,rare
4078541,1.0,37.625,8,high_freq
4078770,9.5,9.5,2,high_freq
4079936,13.0,42.42857142857143,21,high_freq
408028,23.0,28.666666666666668,6,monthly_like
4081078,256.0,256.0,1,rare
4081296,22.0,68.8,15,monthly_like
4082179,4.0,4.0,1,high_freq
4083087,14.0,62.666666666666664,3,high_freq
408445,760.0,760.0,1,rare
4087314,3.0,7.222222222222222,18,high_freq
4088111,14.0,32.333333333333336,12,high_freq
4088544,34.0,29.333333333333332,3,low_freq
4088559,7.5,10.25,4,high_freq
4090047,73.0,132.25,8,rare
4090498,10.5,17.583333333333332,12,high_freq
4090725,8.0,12.384615384615385,13,high_freq
4091811,186.0,186.0,1,rare
4091841,12.5,14.833333333333334,6,high_freq
4091927,9.0,17.714285714285715,7,high_freq
4093177,0.0,0.0,1,high_freq
4093471,406.5,406.5,2,rare
4094957,21.0,93.27272727272727,11,monthly_like
4095784,4.0,4.0,2,high_freq
4095860,32.5,188.75,4,low_freq
4096549,2.5,5.666666666666667,6,high_freq
4097244,46.0,323.3333333333333,3,low_freq
4097396,15.0,84.75,12,monthly_like
4097683,206.0,206.0,2,rare
4099105,6.5,27.3,10,high_freq
4099189,29.0,29.0,2,monthly_like
4099194,10.0,34.6,5,high_freq
4099692,54.0,81.0,3,low_freq
4100007,27.0,27.0,1,monthly_like
4101659,69.5,69.5,2,rare
4102986,87.0,87.0,1,rare
4103451,8.0,11.0,3,high_freq
4103545,161.0,161.0,1,rare
4103712,37.0,185.66666666666666,3,low_freq
4104639,37.5,88.41666666666667,12,low_freq
4106712,921.0,921.0,1,rare
4107268,15.0,68.35714285714286,14,monthly_like
4107920,5.0,20.8,5,high_freq
4108344,4.0,189.6,5,high_freq
410898,0.0,0.0,1,high_freq
4109310,129.0,247.25,4,rare
4109496,439.5,439.5,2,rare
4110310,366.5,366.5,2,rare
4110913,16.0,71.0,6,monthly_like
4111674,3.0,3.0,1,high_freq
4111838,0.0,0.0,1,high_freq
4112164,234.0,342.3333333333333,3,rare
4112716,20.5,19.75,4,monthly_like
4113779,13.0,46.111111111111114,9,high_freq
4113851,14.5,36.214285714285715,28,monthly_like
4114038,5.0,13.333333333333334,12,high_freq
4114406,515.0,515.0,1,rare
4115265,140.0,140.0,1,rare
4116201,7.0,7.0,1,high_freq
4117768,121.5,121.5,2,rare
4118155,34.0,30.75,4,low_freq
4118482,184.0,184.0,1,rare
4118740,15.5,26.4375,16,monthly_like
4119153,0.0,0.0,1,high_freq
4119913,40.0,30.0,3,low_freq
4120640,29.0,44.333333333333336,3,monthly_like
4121748,11.5,22.333333333333332,6,high_freq
4122511,16.5,19.125,8,monthly_like
4122577,6.5,44.72727272727273,22,high_freq
4123331,49.0,49.0,1,low_freq
4124011,45.0,187.8,5,low_freq
4125306,4.0,15.4,5,high_freq
4125407,8.0,8.0,1,high_freq
4125607,9.5,94.625,8,high_freq
4126137,9.0,31.40625,32,high_freq
413311,6.0,5.666666666666667,3,high_freq
415797,33.0,80.0,6,low_freq
415822,8.0,16.130434782608695,23,high_freq
416095,41.0,41.0,1,low_freq
417599,37.5,139.33333333333334,6,low_freq
418935,20.0,41.0,8,monthly_like
421457,6.0,5.2,5,high_freq
421691,577.0,577.0,1,rare
422778,52.0,52.0,1,low_freq
422859,8.0,15.0,13,high_freq
422970,8.5,12.833333333333334,12,high_freq
4235101,415.5,415.5,2,rare
4235886,67.0,67.66666666666667,3,rare
4238244,0.0,0.0,1,high_freq
4238350,53.0,53.0,1,low_freq
4238396,32.0,156.0,3,low_freq
4238550,15.0,65.0,5,monthly_like
4238551,236.0,236.0,1,rare
4243138,3.0,16.7,10,high_freq
4243315,3.0,5.685714285714286,35,high_freq
4245075,734.0,734.0,1,rare
4245434,10.5,26.8,10,high_freq
4246045,12.5,17.0,6,high_freq
4246279,9.0,32.0,18,high_freq
4246495,40.5,40.5,2,low_freq
4247920,30.5,49.5,4,low_freq
4248556,44.0,44.0,1,low_freq
4249214,8.0,11.444444444444445,9,high_freq
4249576,10.0,10.0,2,high_freq
4249794,145.0,145.0,1,rare
4250320,223.5,223.5,2,rare
4252415,232.0,207.33333333333334,3,rare
4253024,27.0,27.0,1,monthly_like
425304,128.0,128.0,1,rare
4253414,11.0,16.9,10,high_freq
4254405,57.0,57.0,1,low_freq
4254762,8.0,332.6666666666667,3,high_freq
4255281,400.0,400.0,2,rare
4257248,1.5,25.833333333333332,6,high_freq
4257579,9.0,17.333333333333332,9,high_freq
4257877,367.5,367.5,2,rare
4258393,46.0,46.0,4,low_freq
4260658,2.0,25.6,5,high_freq
4261047,89.0,115.66666666666667,3,rare
426169,7.0,30.153846153846153,13,high_freq
427782,14.0,14.0,2,high_freq
427802,16.5,39.0625,16,monthly_like
429087,9.0,19.375,8,high_freq
429418,25.0,25.0,1,monthly_like
429819,20.0,20.666666666666668,3,monthly_like
430409,66.0,66.0,2,rare
430673,0.0,0.0,1,high_freq
430868,7.0,19.166666666666668,6,high_freq
431615,12.0,19.0,5,high_freq
432358,47.0,47.0,1,low_freq
4334032,27.0,59.53846153846154,13,monthly_like
4334306,25.0,72.6923076923077,13,monthly_like
4334316,15.5,23.0,14,monthly_like
4336598,12.5,29.8,20,high_freq
4337200,7.0,13.956521739130435,23,high_freq
4337352,22.0,22.0,2,monthly_like
4337595,0.0,0.0,1,high_freq
4339119,112.0,98.33333333333333,3,rare
4339764,57.0,57.0,1,low_freq
4340542,18.5,42.125,16,monthly_like
4340929,12.5,46.5,8,high_freq
4341865,14.5,14.5,2,monthly_like
4341876,11.5,10.75,4,high_freq
4342342,38.0,38.0,1,low_freq
4342551,6.5,12.857142857142858,28,high_freq
4342853,21.0,33.0,18,monthly_like
4343110,13.0,17.363636363636363,11,high_freq
4345071,14.5,18.833333333333332,6,monthly_like
4345360,9.0,16.875,8,high_freq
4346333,22.0,145.71428571428572,7,monthly_like
4346478,49.5,73.07142857142857,14,low_freq
4347557,35.0,44.333333333333336,3,low_freq
4347596,0.0,116.66666666666667,3,high_freq
4348647,8.5,16.5,6,high_freq
4349355,35.5,51.0,4,low_freq
4349481,82.5,92.1,10,rare
4349643,5.0,12.466666666666667,15,high_freq
4350606,53.5,53.5,2,low_freq
4350913,20.0,29.0,4,monthly_like
4351022,6.0,13.222222222222221,9,high_freq
4351211,34.0,52.8,5,low_freq
4351643,814.0,814.0,1,rare
4352184,329.0,327.6666666666667,3,rare
4352453,83.0,113.2,5,rare
4353382,306.0,306.0,1,rare
4353435,6.5,72.35714285714286,14,high_freq
4355352,206.5,206.5,2,rare
4356035,90.5,90.5,2,rare
4356203,352.5,352.5,2,rare
4356410,32.5,32.5,2,low_freq
4356456,12.0,12.0,1,high_freq
4357491,25.5,67.21428571428571,14,monthly_like
4357951,22.0,25.666666666666668,6,monthly_like
4358085,0.0,0.0,1,high_freq
4359491,17.5,17.5,2,monthly_like
4361640,36.0,36.0,1,low_freq
4362655,21.0,79.25,12,monthly_like
4363534,20.5,20.5,2,monthly_like
4365643,25.5,25.5,2,monthly_like
4367543,28.0,20.333333333333332,3,monthly_like
4369023,20.0,39.0,3,monthly_like
4369208,11.5,98.3,10,high_freq
4370822,34.0,32.5,4,low_freq
4371597,47.0,47.0,1,low_freq
4372018,43.5,43.5,2,low_freq
4372543,20.5,58.833333333333336,6,monthly_like
4373112,99.0,169.16666666666666,6,rare
4375495,0.0,24.333333333333332,3,high_freq
4375966,141.0,141.0,1,rare
4376142,13.0,18.133333333333333,15,high_freq
4376744,341.5,341.5,2,rare
4376849,26.0,43.55555555555556,9,monthly_like
4377840,0.0,0.0,1,high_freq
4378033,61.0,73.66666666666667,3,rare
4378468,13.0,13.0,1,high_freq
4378569,3.0,23.125,8,high_freq
4381973,0.0,0.0,1,high_freq
4382209,69.0,69.0,1,rare
4382500,0.0,0.0,1,high_freq
4382543,60.5,60.5,2,rare
4382636,10.0,10.0,1,high_freq
4384357,4.0,4.0,2,high_freq
4384885,8.0,6.526315789473684,19,high_freq
4385268,86.0,239.33333333333334,3,rare
4388451,62.5,62.75,4,rare
4388489,7.0,7.8,25,high_freq
4388998,10.0,11.0,5,high_freq
4389601,8.0,8.5,6,high_freq
4390798,4.0,4.0,1,high_freq
4391760,2.5,4.470588235294118,34,high_freq
4392601,13.0,13.0,1,high_freq
4393737,150.0,150.0,2,rare
4393774,11.5,14.428571428571429,14,high_freq
4395818,44.0,44.0,1,low_freq
4397239,5.5,14.681818181818182,22,high_freq
4397318,2.0,2.0,1,high_freq
4397408,31.0,31.0,1,low_freq
4397441,112.5,112.5,2,rare
4397814,6.0,6.0,1,high_freq
4397969,4.0,4.0,1,high_freq
4397997,6.0,6.136363636363637,22,high_freq
4398069,1.0,107.22222222222223,9,high_freq
4399551,68.0,60.333333333333336,3,rare
4399729,9.0,8.5,4,high_freq
4399890,245.0,245.0,2,rare
4400986,0.0,0.0,1,high_freq
4401361,6.0,7.181818181818182,22,high_freq
4401590,170.0,238.5,4,rare
4405917,4.0,4.0,1,high_freq
4407163,15.0,21.285714285714285,7,monthly_like
4408125,491.0,491.0,2,rare
4409644,12.0,12.0,1,high_freq
4410132,0.0,0.6666666666666666,3,high_freq
4411324,29.0,290.6666666666667,3,monthly_like
4411836,42.0,42.0,1,low_freq
4412312,9.0,56.75,8,high_freq
4412456,4.0,44.6,5,high_freq
4413920,3.0,4.739130434782608,23,high_freq
4414533,13.0,13.0,2,high_freq
4416731,19.0,20.0,5,monthly_like
4417638,374.0,374.0,2,rare
4417709,12.0,16.428571428571427,7,high_freq
4418129,13.0,28.857142857142858,7,high_freq
4418328,10.5,13.0,10,high_freq
4418494,11.0,12.666666666666666,3,high_freq
4418526,0.0,0.0,1,high_freq
4419374,38.0,38.0,1,low_freq
4420193,8.5,30.666666666666668,6,high_freq
4420883,49.0,347.3333333333333,3,low_freq
4421565,20.0,20.0,1,monthly_like
4421834,0.0,20.387096774193548,31,high_freq
4422601,1.0,26.333333333333332,9,high_freq
4422839,31.0,73.2,5,low_freq
4422897,376.5,376.5,2,rare
4422902,20.0,20.0,1,monthly_like
4423504,11.5,17.375,8,high_freq
4423831,28.0,32.333333333333336,3,monthly_like
4423934,28.0,162.2,5,monthly_like
4424194,23.5,97.4,10,monthly_like
4425049,34.5,34.5,2,low_freq
4426050,4.0,6.121212121212121,33,high_freq
4427590,41.0,77.42857142857143,7,low_freq
4428934,155.0,155.0,1,rare
4429150,448.5,448.5,2,rare
4430406,19.5,121.25,8,monthly_like
4430825,303.0,303.0,1,rare
4431636,27.5,27.5,2,monthly_like
4432842,0.0,0.0,1,high_freq
4434948,252.0,252.0,1,rare
4435081,29.0,29.333333333333332,3,monthly_like
4435178,32.5,164.33333333333334,6,low_freq
4435863,389.0,389.0,1,rare
4436005,6.0,6.0,2,high_freq
4437082,8.0,24.857142857142858,7,high_freq
4437203,0.0,0.0,1,high_freq
4437319,34.0,34.2,20,low_freq
4439760,23.5,99.7,10,monthly_like
4440912,57.0,70.42857142857143,7,low_freq
4441695,7.0,15.555555555555555,9,high_freq
4443505,16.0,43.92307692307692,13,monthly_like
4443836,43.0,57.0,3,low_freq
4444830,572.0,572.0,1,rare
4445483,26.0,48.89473684210526,19,monthly_like
4445558,13.5,13.5,2,high_freq
4446662,82.0,73.625,8,rare
4447806,31.0,31.0,1,low_freq
4449042,137.5,236.0,4,rare
4450081,7.0,7.0,2,high_freq
4450991,381.5,381.5,2,rare
4451579,26.0,20.11111111111111,9,monthly_like
4452030,23.0,68.88888888888889,9,monthly_like
4454157,9.0,238.0,3,high_freq
4455303,3.0,3.0,1,high_freq
4456179,35.5,60.375,16,low_freq
4456649,2.0,2.5555555555555554,27,high_freq
4456863,3.0,13.758620689655173,29,high_freq
4457733,9.0,18.428571428571427,7,high_freq
4458125,2.0,3.0588235294117645,34,high_freq
4461386,11.5,27.5,8,high_freq
4461521,4.0,81.8,5,high_freq
4461613,102.0,138.0,3,rare
4462165,57.0,57.0,1,low_freq
4462186,15.0,16.526315789473685,19,monthly_like
4462771,30.0,30.0,1,monthly_like
4463232,30.0,30.0,2,monthly_like
4464549,40.0,53.888888888888886,9,low_freq
4465781,15.5,19.0,4,monthly_like
4467276,6.0,6.0,1,high_freq
4468052,28.5,30.0,6,monthly_like
4468731,35.0,31.666666666666668,3,low_freq
4468960,29.0,29.0,3,monthly_like
4469287,126.5,126.5,2,rare
4470175,895.0,895.0,1,rare
4470893,3.0,138.0,6,high_freq
4470949,406.0,406.0,2,rare
4473891,98.0,175.33333333333334,3,rare
4474386,42.0,47.0,3,low_freq
4475111,1.0,259.3333333333333,3,high_freq
4475379,13.5,17.25,4,high_freq
4475574,17.0,17.0,1,monthly_like
4476274,37.0,37.0,1,low_freq
4476505,15.0,23.814814814814813,27,monthly_like
4477682,35.0,35.0,2,low_freq
4478781,17.0,21.72,25,monthly_like
4482156,71.0,183.0,3,rare
4482441,55.0,55.0,1,low_freq
4482822,7.0,61.88235294117647,17,high_freq
4521900,13.0,37.888888888888886,27,high_freq
4522695,7.0,21.444444444444443,9,high_freq
4522902,28.0,28.0,1,monthly_like
4523399,82.5,97.0,4,rare
4523460,5.5,5.5,2,high_freq
4524967,11.0,32.4,5,high_freq
4525315,14.0,21.733333333333334,15,high_freq
4526219,16.0,65.66666666666667,3,monthly_like
4526820,1034.0,1034.0,1,rare
4526966,2.5,49.5,4,high_freq
4527243,489.0,489.0,2,rare
4528802,117.0,119.0,3,rare
4529957,39.0,39.0,2,low_freq
4529977,456.0,456.0,2,rare
4530411,112.0,112.0,1,rare
4531845,2.0,2.0,1,high_freq
4532585,17.0,17.0,2,monthly_like
4533119,31.0,31.0,1,low_freq
4534563,28.0,24.0,5,monthly_like
4534710,66.0,58.333333333333336,3,rare
4534718,5.0,23.2,5,high_freq
4536620,19.5,21.75,4,monthly_like
4538817,85.5,114.25,8,rare
4539354,5.0,13.5,4,high_freq
4542587,502.0,502.0,1,rare
4542827,6.0,15.23076923076923,13,high_freq
4544573,26.5,68.4,10,monthly_like
4544585,4.0,4.7,10,high_freq
4547827,22.0,26.2,5,monthly_like
4548251,59.5,59.5,2,low_freq
4549528,12.0,16.2,10,high_freq
4552143,49.0,59.63636363636363,11,low_freq
4552237,157.0,121.66666666666667,3,rare
4552382,79.0,219.5,4,rare
4552575,12.0,10.363636363636363,11,high_freq
4552660,11.0,21.375,8,high_freq
4552859,322.0,322.0,1,rare
4553832,171.0,171.0,2,rare
4554220,3.0,7.045454545454546,22,high_freq
4554229,13.0,13.0,1,high_freq
4556651,115.0,115.0,2,rare
4556890,338.5,338.5,2,rare
456857,41.0,196.75,4,low_freq
4574027,186.0,186.0,1,rare
457531,13.0,19.666666666666668,9,high_freq
457743,40.0,39.666666666666664,3,low_freq
458661,49.0,216.75,4,low_freq
4590639,29.0,29.0,1,monthly_like
459660,3.5,9.4,20,high_freq
460106,28.0,28.0,2,monthly_like
460668,0.0,0.0,1,high_freq
460670,17.5,21.75,4,monthly_like
461835,7.0,10.411764705882353,17,high_freq
462754,27.0,310.6666666666667,3,monthly_like
463531,27.0,81.4,5,monthly_like
4637229,55.0,55.0,1,low_freq
464876,106.0,106.0,1,rare
464877,915.0,915.0,1,rare
4649452,35.0,38.77777777777778,9,low_freq
465387,425.5,425.5,2,rare
465424,24.0,30.5,16,monthly_like
467893,27.5,85.25,4,monthly_like
4686050,4.0,4.0,1,high_freq
469090,14.0,20.8,5,high_freq
469490,17.0,17.0,1,monthly_like
470372,27.0,61.111111111111114,9,monthly_like
472710,26.5,37.785714285714285,28,monthly_like
473316,6.0,7.533333333333333,15,high_freq
473440,103.0,103.0,1,rare
4759129,113.0,113.0,1,rare
502090,9.0,9.0,1,high_freq
502529,77.0,77.0,1,rare
502904,11.0,11.0,2,high_freq
502908,265.5,210.0,4,rare
503817,38.0,44.72727272727273,11,low_freq
504418,26.0,129.0,7,monthly_like
504816,53.0,127.8,5,low_freq
504943,29.0,141.0,7,monthly_like
505048,473.5,473.5,2,rare
505531,60.5,231.5,4,rare
505658,41.0,41.0,1,low_freq
506094,4.5,45.05555555555556,18,high_freq
506712,9.0,23.833333333333332,6,high_freq
507530,18.0,50.5,4,monthly_like
508310,41.0,41.0,1,low_freq
508655,23.0,32.714285714285715,7,monthly_like
508768,28.5,52.25,4,monthly_like
509256,13.0,17.09090909090909,11,high_freq
509311,19.0,93.72727272727273,11,monthly_like
509569,2.5,7.777777777777778,18,high_freq
512005,21.0,102.33333333333333,9,monthly_like
512159,47.0,50.333333333333336,3,low_freq
512368,3.0,7.090909090909091,11,high_freq
513349,44.5,44.5,2,low_freq
513671,7.0,17.5,4,high_freq
514860,12.0,13.333333333333334,3,high_freq
515303,20.0,20.0,1,monthly_like
517524,36.0,178.8,5,low_freq
518557,290.0,290.0,2,rare
519544,923.0,923.0,1,rare
520129,665.0,665.0,1,rare
522451,4.0,4.0,1,high_freq
523314,3.0,4.72972972972973,37,high_freq
523398,2.0,149.28571428571428,7,high_freq
525783,31.0,31.0,2,low_freq
526158,487.0,487.0,2,rare
528352,0.0,0.0,1,high_freq
528921,16.0,16.0,2,monthly_like
529866,0.0,3.5714285714285716,7,high_freq
532584,2.5,5.75,8,high_freq
5326,71.5,86.33333333333333,6,rare
535588,12.5,47.0,20,high_freq
536229,17.0,13.428571428571429,7,monthly_like
536560,315.0,315.0,1,rare
537111,47.0,47.0,2,low_freq
537963,105.0,105.0,1,rare
539769,209.5,209.5,2,rare
540365,44.0,231.75,4,low_freq
540551,12.0,12.0,1,high_freq
543483,20.5,68.0,4,monthly_like
544455,238.0,238.0,1,rare
544536,20.0,69.4,15,monthly_like
544587,17.0,13.0,7,monthly_like
544632,443.0,443.0,2,rare
547331,14.0,41.0,3,high_freq
547405,90.0,90.0,1,rare
548939,45.0,45.0,1,low_freq
549482,71.0,71.0,1,rare
550269,7.0,7.0,1,high_freq
551400,313.0,313.0,1,rare
551547,417.0,417.0,1,rare
551837,4.0,27.756756756756758,37,high_freq
552683,116.5,116.5,2,rare
553093,108.0,112.0,3,rare
553694,0.0,8.444444444444445,9,high_freq
554726,500.5,500.5,2,rare
555494,6.0,28.666666666666668,12,high_freq
555921,15.0,15.0,2,monthly_like
557024,0.0,10.714285714285714,7,high_freq
557826,28.0,25.333333333333332,3,monthly_like
558281,12.0,329.6666666666667,3,high_freq
558377,27.0,59.333333333333336,3,monthly_like
559370,19.0,17.9,10,monthly_like
560526,26.0,26.0,2,monthly_like
561123,0.0,0.0,1,high_freq
561738,3.0,3.682926829268293,41,high_freq
561812,174.0,174.0,1,rare
562957,14.0,14.0,2,high_freq
563492,7.0,8.4,5,high_freq
563797,0.0,7.666666666666667,3,high_freq
563955,527.0,527.0,2,rare
564105,28.0,44.7,10,monthly_like
564114,35.0,35.5,4,low_freq
5655,40.0,40.0,1,low_freq
565661,173.0,173.0,1,rare
567244,9.0,13.666666666666666,36,high_freq
570654,2.0,9.166666666666666,12,high_freq
571280,141.0,141.0,1,rare
572449,6.0,25.375,40,high_freq
573404,26.0,26.0,1,monthly_like
573425,36.0,94.8,5,low_freq
574716,85.5,95.75,4,rare
576677,31.0,31.0,1,low_freq
576713,15.0,15.0,2,monthly_like
577071,3.0,8.25,4,high_freq
577276,81.0,81.0,1,rare
577399,426.0,426.0,1,rare
578489,20.0,40.666666666666664,3,monthly_like
578611,52.0,52.0,2,low_freq
581367,23.0,23.0,1,monthly_like
582096,25.5,25.958333333333332,24,monthly_like
583869,17.0,17.0,1,monthly_like
584193,2.0,7.71875,32,high_freq
584730,0.0,0.0,1,high_freq
586714,1.0,24.153846153846153,13,high_freq
587123,0.0,0.0,1,high_freq
587215,16.0,19.5,4,monthly_like
588732,324.0,324.0,1,rare
590658,0.0,0.0,1,high_freq
590986,25.0,36.0,5,monthly_like
592180,40.0,94.8,5,low_freq
592622,39.0,110.0,3,low_freq
594882,454.0,454.0,2,rare
595778,4.0,4.0,1,high_freq
595786,44.0,44.0,2,low_freq
596029,13.0,36.833333333333336,12,high_freq
596035,25.5,67.875,8,monthly_like
596407,19.0,35.57142857142857,7,monthly_like
596708,114.0,114.0,2,rare
599921,66.0,66.0,2,rare
601382,0.0,0.0,1,high_freq
603112,10.0,15.666666666666666,9,high_freq
603169,205.5,205.5,2,rare
603860,4.0,5.2592592592592595,27,high_freq
603906,372.0,372.0,1,rare
604166,54.0,54.0,1,low_freq
604301,74.0,174.33333333333334,6,rare
608040,12.0,22.0,15,high_freq
6081192,24.0,40.44444444444444,9,monthly_like
608342,13.0,12.0,9,high_freq
608465,14.0,15.0,9,high_freq
609108,170.0,205.0,3,rare
610078,0.0,0.0,1,high_freq
610860,38.5,199.5,4,low_freq
6110834,30.0,26.5,4,monthly_like
613606,107.0,107.0,2,rare
6148400,2.0,4.3428571428571425,35,high_freq
616689,0.0,0.0,1,high_freq
617131,2.5,2.8333333333333335,6,high_freq
619235,245.0,245.0,1,rare
619247,41.0,48.23529411764706,17,low_freq
620474,8.0,8.0,1,high_freq
620596,83.5,83.5,2,rare
620792,31.0,31.0,2,low_freq
6213899,5.0,12.4,5,high_freq
622127,0.0,0.0,1,high_freq
623792,21.0,32.0,7,monthly_like
624377,4.0,26.0,6,high_freq
624569,4.0,4.0,1,high_freq
625269,181.5,181.5,2,rare
6260198,36.5,36.5,2,low_freq
626433,4.5,8.65,20,high_freq
628996,108.0,108.0,2,rare
630636,2.0,6.2,5,high_freq
631665,9.0,64.18181818181819,11,high_freq
632369,1001.0,1001.0,1,rare
633169,139.0,146.25,4,rare
633536,11.0,21.5,4,high_freq
634416,30.0,29.666666666666668,3,monthly_like
634561,10.0,10.0,1,high_freq
6356197,24.0,24.6,5,monthly_like
6363328,10.5,10.5,2,high_freq
6370049,12.0,12.0,1,high_freq
637443,153.0,241.0,4,rare
637905,60.0,102.0,3,low_freq
6382,82.0,82.0,1,rare
638772,34.0,26.0,5,low_freq
638924,46.0,110.77777777777777,9,low_freq
639616,1.0,3.909090909090909,11,high_freq
640894,44.0,44.0,1,low_freq
6416,13.0,14.6,5,high_freq
641684,0.0,0.0,1,high_freq
6420387,22.5,22.5,2,monthly_like
643376,11.0,43.78260869565217,23,high_freq
644240,25.5,49.2,10,monthly_like
644382,2.0,25.2,5,high_freq
644758,287.0,287.0,2,rare
645161,16.5,18.0,14,monthly_like
645273,35.0,35.0,1,low_freq
647322,3.0,35.76923076923077,26,high_freq
647340,14.0,14.0,1,high_freq
647933,304.0,304.0,1,rare
648352,45.0,54.333333333333336,3,low_freq
648728,217.0,202.25,4,rare
649610,0.0,0.0,1,high_freq
649687,0.0,0.0,1,high_freq
651117,10.0,10.0,1,high_freq
651642,69.5,69.5,2,rare
652493,146.0,179.75,4,rare
652746,12.0,18.583333333333332,24,high_freq
653976,13.0,64.33333333333333,3,high_freq
654268,233.0,294.3333333333333,3,rare
654289,8.0,50.333333333333336,3,high_freq
655294,52.5,52.5,2,low_freq
656396,0.0,0.0,1,high_freq
656753,15.0,15.0,1,monthly_like
657125,24.5,24.5,2,monthly_like
657163,5.0,5.0,1,high_freq
658630,43.5,43.5,2,low_freq
658688,37.0,37.0,1,low_freq
659244,38.0,92.125,8,low_freq
659321,345.0,311.3333333333333,3,rare
660449,7.5,7.5,2,high_freq
661991,178.0,178.0,1,rare
662077,0.0,0.0,1,high_freq
663033,62.5,62.5,2,rare
663823,20.0,258.6666666666667,3,monthly_like
664443,179.5,179.5,2,rare
665969,416.0,416.0,1,rare
666656,6.5,7.0,4,high_freq
667499,0.5,1.25,4,high_freq
668515,3.0,79.92307692307692,13,high_freq
669460,32.0,31.666666666666668,3,low_freq
669662,74.0,74.0,2,rare
670665,0.0,9.714285714285714,7,high_freq
670699,10.0,137.0,3,high_freq
670826,14.0,186.0,5,high_freq
671767,42.0,208.2,5,low_freq
673838,18.0,13.666666666666666,3,monthly_like
674373,24.0,24.0,1,monthly_like
674447,17.0,22.333333333333332,6,monthly_like
6749,28.0,28.0,1,monthly_like
675386,23.0,23.0,1,monthly_like
675703,0.0,17.0,7,high_freq
675704,11.0,78.23076923076923,13,high_freq
676443,11.0,11.0,2,high_freq
676772,204.0,204.0,1,rare
677753,10.0,65.2,15,high_freq
679687,416.0,416.0,2,rare
679924,337.0,337.0,2,rare
681432,14.5,29.5,6,monthly_like
682219,4.0,6.75,4,high_freq
683362,300.5,300.5,2,rare
684290,18.0,18.0,2,monthly_like
684379,14.0,14.25,4,high_freq
684688,48.0,48.0,1,low_freq
685224,30.5,30.5,2,low_freq
685552,17.5,33.17857142857143,28,monthly_like
687282,88.0,88.0,2,rare
687887,782.0,782.0,1,rare
688591,2.0,95.33333333333333,6,high_freq
689725,42.0,42.0,1,low_freq
689975,7.0,18.36,25,high_freq
690257,684.0,684.0,1,rare
6912656,7.0,7.0,1,high_freq
694193,6.0,6.0,1,high_freq
694861,38.0,38.0,1,low_freq
6972996,38.0,38.0,1,low_freq
699997,16.0,16.333333333333332,3,monthly_like
700504,80.5,115.625,8,rare
701001,959.0,959.0,1,rare
701106,140.0,140.0,2,rare
701624,159.0,159.0,1,rare
701967,71.5,245.75,4,rare
702312,33.0,35.75,4,low_freq
702808,23.0,23.0,1,monthly_like
702910,13.0,38.0,3,high_freq
703213,534.0,534.0,1,rare
703619,62.0,173.66666666666666,3,rare
705107,26.5,77.75,4,monthly_like
705687,53.0,53.0,2,low_freq
706129,53.0,87.42857142857143,7,low_freq
706373,5.0,7.52,25,high_freq
707335,36.5,176.0,4,low_freq
707813,64.0,66.2,5,rare
707914,57.0,57.0,1,low_freq
