buyer_id,median_gap_days,mean_gap_days,n_gaps,frequency_segment
2798380,174.0,130.0,3,rare
2798550,13.0,10.285714285714286,7,high_freq
2798944,35.0,43.666666666666664,3,low_freq
2798953,34.0,34.0,1,low_freq
279909,4.5,54.857142857142854,14,high_freq
2799143,19.5,23.166666666666668,6,monthly_like
279964,31.0,143.0,7,low_freq
2800044,4.0,14.222222222222221,9,high_freq
2800948,4.0,25.4,5,high_freq
2802339,15.0,15.0,2,monthly_like
2802376,3.0,23.714285714285715,7,high_freq
2803137,69.0,319.0,3,rare
2804700,31.0,31.0,1,low_freq
2805698,75.0,75.0,1,rare
2806095,14.5,21.0,6,monthly_like
2808231,14.0,73.07142857142857,14,high_freq
2808968,20.0,50.5,14,monthly_like
2809366,18.0,151.66666666666666,6,monthly_like
2809495,163.5,163.5,2,rare
2809981,50.5,50.5,2,low_freq
2810099,9.0,18.333333333333332,9,high_freq
2810170,29.0,77.0,5,monthly_like
2810484,19.5,31.428571428571427,14,monthly_like
2810518,10.0,212.75,4,high_freq
2814552,56.5,72.0,6,low_freq
2815318,29.0,28.142857142857142,7,monthly_like
2815542,63.0,62.0,3,rare
2816772,6.0,40.916666666666664,24,high_freq
2817947,150.0,150.0,1,rare
2819315,9.0,9.0,1,high_freq
2819971,5.0,5.0,1,high_freq
2820197,42.5,48.25,8,low_freq
2820369,17.0,48.4,5,monthly_like
2821634,12.0,13.153846153846153,13,high_freq
2821854,72.0,72.0,1,rare
2824236,2.0,5.25,24,high_freq
2824610,31.5,26.666666666666668,6,low_freq
2825043,41.0,45.0,4,low_freq
2826310,3.0,3.0,1,high_freq
2826496,0.0,0.0,1,high_freq
2828079,9.0,16.833333333333332,6,high_freq
2828290,18.5,18.75,4,monthly_like
2829124,89.0,89.0,1,rare
2829540,0.0,0.0,1,high_freq
2830610,7.0,10.764705882352942,17,high_freq
2831048,26.0,26.0,2,monthly_like
2831604,24.0,56.666666666666664,6,monthly_like
2833557,18.0,26.0,6,monthly_like
2833731,347.5,347.5,2,rare
2834920,20.0,20.0,1,monthly_like
2835009,64.0,64.0,1,rare
2840627,282.5,282.5,2,rare
2841142,785.0,785.0,1,rare
2841269,45.0,45.0,2,low_freq
2841327,6.0,40.0,3,high_freq
2842455,7.0,18.8,5,high_freq
284377,70.5,70.5,2,rare
2845206,62.0,62.0,2,rare
2845526,34.0,46.25,4,low_freq
2847199,4.5,20.2,10,high_freq
2847857,7.5,26.75,4,high_freq
2849346,29.0,29.0,1,monthly_like
2850181,174.0,132.33333333333334,3,rare
2850435,334.0,334.0,1,rare
2850939,19.0,19.0,1,monthly_like
2851197,356.0,356.0,1,rare
2851252,135.0,139.66666666666666,3,rare
2851402,18.0,90.0,3,monthly_like
2851948,12.0,69.13333333333334,15,high_freq
2853773,6.5,9.833333333333334,12,high_freq
2854086,47.0,47.0,1,low_freq
2854116,2.0,3.2941176470588234,51,high_freq
2854781,22.0,22.0,1,monthly_like
2855596,151.5,151.5,2,rare
2855780,6.0,8.666666666666666,3,high_freq
285589,40.5,43.25,4,low_freq
285609,22.0,22.0,1,monthly_like
2857843,2.5,25.333333333333332,6,high_freq
2857859,16.0,16.0,2,monthly_like
2858764,57.0,151.28571428571428,7,low_freq
2859519,5.0,6.0344827586206895,29,high_freq
285993,0.0,0.0,1,high_freq
2860921,155.0,155.0,1,rare
286227,13.0,69.0,4,high_freq
286344,0.0,0.0,1,high_freq
2865,0.0,11.4,5,high_freq
286577,0.0,0.0,1,high_freq
286617,842.0,842.0,1,rare
286638,65.5,65.5,2,rare
286857,10.0,9.0,18,high_freq
286910,20.0,86.63636363636364,11,monthly_like
287190,11.0,31.076923076923077,13,high_freq
288103,321.0,246.0,3,rare
288291,16.5,16.5,2,monthly_like
288463,53.5,53.5,2,low_freq
289429,3.0,3.3333333333333335,6,high_freq
289432,22.0,31.428571428571427,7,monthly_like
290859,568.0,568.0,1,rare
292056,6.5,6.5,2,high_freq
293622,62.0,62.0,1,rare
294519,23.0,85.36363636363636,11,monthly_like
294879,17.5,27.0,6,monthly_like
296559,47.0,56.8125,16,low_freq
296975,78.5,179.5,4,rare
297168,38.0,38.0,2,low_freq
2973561,9.5,10.5,4,high_freq
297445,0.0,0.0,1,high_freq
2975031,53.0,88.5,6,low_freq
297529,16.0,48.166666666666664,6,monthly_like
2975377,16.5,17.75,4,monthly_like
2975851,10.5,37.0,10,high_freq
2975943,13.0,23.75,4,high_freq
2976139,22.5,23.0,4,monthly_like
2976285,682.0,682.0,1,rare
2976389,89.5,125.5,6,rare
2976443,12.0,12.0,2,high_freq
2976685,94.0,94.0,1,rare
2977364,86.0,86.0,2,rare
2978179,9.0,9.0,1,high_freq
2980090,77.5,77.5,2,rare
2981302,2.0,2.0,1,high_freq
298138,37.0,37.0,2,low_freq
2982289,17.0,22.25,4,monthly_like
298255,21.0,20.555555555555557,9,monthly_like
2982868,82.5,82.5,2,rare
2985309,6.0,15.25,8,high_freq
2985684,15.0,15.0,1,monthly_like
2986062,5.5,14.3,10,high_freq
2986428,210.0,210.0,1,rare
2987528,8.0,20.2,5,high_freq
2987897,12.0,12.0,1,high_freq
2987935,3.5,17.666666666666668,6,high_freq
2988428,110.0,122.25,4,rare
298873,20.5,24.583333333333332,12,monthly_like
2988783,15.5,250.5,4,monthly_like
2989118,665.0,665.0,1,rare
2989496,50.0,68.42857142857143,7,low_freq
2991120,710.0,710.0,1,rare
2992487,436.5,436.5,2,rare
2993071,174.5,174.5,2,rare
2994505,57.5,57.5,2,low_freq
2994951,9.5,9.928571428571429,14,high_freq
2995894,5.0,41.73684210526316,19,high_freq
2996287,27.0,39.0,3,monthly_like
2996407,39.0,33.4,5,low_freq
2996495,7.0,19.666666666666668,6,high_freq
2997959,6.0,6.193548387096774,31,high_freq
2998883,21.0,33.833333333333336,6,monthly_like
3001970,15.5,16.666666666666668,6,monthly_like
3002421,379.0,379.0,1,rare
3002484,8.0,8.142857142857142,7,high_freq
3003431,2.0,2.0,1,high_freq
3004015,68.0,89.0,7,rare
300433,99.0,120.75,4,rare
3005153,78.0,78.0,2,rare
3008303,252.0,252.0,1,rare
3008369,160.0,160.0,1,rare
3008736,17.0,17.0,1,monthly_like
3009034,16.0,47.8,5,monthly_like
3009053,34.0,72.2,5,low_freq
3010125,24.0,110.875,8,monthly_like
301022,14.0,101.77777777777777,9,high_freq
3010784,32.5,127.25,8,low_freq
3011334,118.5,118.5,2,rare
3012877,243.0,242.0,3,rare
3012946,2.0,2.0,2,high_freq
3013601,46.0,324.3333333333333,3,low_freq
3013656,66.0,199.75,4,rare
3014858,3.0,3.0,2,high_freq
3015010,7.5,62.0,12,high_freq
301514,24.5,24.3,10,monthly_like
3015956,9.0,43.6,20,high_freq
3016253,24.0,21.5,4,monthly_like
3016311,6.0,6.0,1,high_freq
3017672,18.0,18.0,2,monthly_like
3018610,0.0,0.0,1,high_freq
3020182,15.0,15.0,2,monthly_like
3020671,115.0,115.0,2,rare
3020993,0.0,0.0,1,high_freq
3022247,9.0,9.0,2,high_freq
3022986,291.0,291.0,1,rare
3024657,7.5,18.642857142857142,28,high_freq
3024834,74.0,74.0,1,rare
3025479,38.0,38.0,1,low_freq
3025823,343.0,343.0,1,rare
3026824,17.0,17.0,1,monthly_like
3027661,5.0,4.6,5,high_freq
3028062,1.0,21.0,3,high_freq
3028069,16.0,36.92307692307692,26,monthly_like
3028140,7.0,7.0,1,high_freq
3028288,30.0,30.0,1,monthly_like
3029403,31.5,31.5,2,low_freq
3030358,7.0,29.25,4,high_freq
3030499,91.0,91.0,2,rare
3030667,14.0,32.142857142857146,7,high_freq
3030767,858.0,858.0,1,rare
3030875,14.5,27.75,4,monthly_like
303137,7.0,7.0,1,high_freq
303508,53.0,53.0,1,low_freq
303969,9.0,16.0,3,high_freq
304787,6.0,20.285714285714285,7,high_freq
305853,27.0,29.333333333333332,3,monthly_like
306225,120.0,120.0,1,rare
307183,10.0,12.222222222222221,18,high_freq
307442,13.0,13.333333333333334,15,high_freq
307726,5.0,94.0,11,high_freq
308986,51.0,102.6,5,low_freq
3090157,6.0,18.82608695652174,23,high_freq
309074,14.0,14.0,1,high_freq
309722,6.5,6.5,2,high_freq
311277,16.5,28.5,6,monthly_like
312201,268.0,268.0,2,rare
312809,12.0,62.333333333333336,9,high_freq
313542,7.0,18.94736842105263,19,high_freq
3136577,449.5,449.5,2,rare
3137787,182.5,182.5,2,rare
3137814,0.0,0.0,1,high_freq
3137963,20.0,19.25,4,monthly_like
3138271,34.0,76.71428571428571,14,low_freq
3139961,13.0,29.666666666666668,3,high_freq
3140593,125.0,125.0,1,rare
3141123,7.0,15.375,8,high_freq
3142729,13.0,25.3,10,high_freq
3142980,0.0,34.2,5,high_freq
3143261,146.0,128.75,4,rare
314421,97.0,116.75,8,rare
3144225,62.0,62.0,1,rare
3145718,21.0,22.333333333333332,3,monthly_like
3147785,29.5,48.5,8,monthly_like
3148064,22.5,31.5,4,monthly_like
314856,72.0,72.0,1,rare
3149113,17.5,36.0,4,monthly_like
3149447,64.0,64.0,1,rare
3150552,113.0,193.8,5,rare
3152420,14.0,25.166666666666668,6,high_freq
3152943,1.0,4.2727272727272725,11,high_freq
3154561,69.0,69.0,1,rare
3154911,13.0,30.2,5,high_freq
3155685,27.0,101.66666666666667,3,monthly_like
3156549,45.0,66.66666666666667,9,low_freq
315700,39.5,34.25,4,low_freq
3157805,82.0,82.0,1,rare
3159433,0.0,0.0,1,high_freq
3160085,10.0,11.333333333333334,3,high_freq
3160145,98.0,252.0,3,rare
3160174,5.0,11.428571428571429,7,high_freq
3160462,19.0,68.0,3,monthly_like
316089,11.0,11.0,1,high_freq
3160920,65.5,87.16666666666667,12,rare
3161173,50.5,50.5,2,low_freq
3161303,4.5,11.214285714285714,14,high_freq
3161549,67.0,67.0,2,rare
3162721,20.0,43.4,5,monthly_like
3163673,76.0,76.66666666666667,3,rare
3164317,9.0,181.8,5,high_freq
3165128,18.0,31.166666666666668,12,monthly_like
3165246,90.0,91.75,4,rare
3168270,36.0,91.77777777777777,9,low_freq
3168914,8.0,96.71428571428571,7,high_freq
3169433,13.0,33.09090909090909,11,high_freq
3169589,5.0,7.791666666666667,24,high_freq
3169921,59.0,59.0,2,low_freq
316995,43.5,43.5,2,low_freq
3170662,63.0,186.0,5,rare
3171614,9.5,11.25,12,high_freq
3172014,34.0,34.0,1,low_freq
3172068,106.5,106.5,2,rare
3172315,3.5,3.5,2,high_freq
317296,113.0,113.0,2,rare
3175361,37.0,100.28571428571429,7,low_freq
3175448,0.0,0.0,1,high_freq
317668,14.0,45.4,5,high_freq
3176702,104.5,104.5,2,rare
3177528,5.5,7.5,6,high_freq
3177585,28.0,81.33333333333333,3,monthly_like
3177636,8.0,15.714285714285714,7,high_freq
3178239,13.0,16.0,9,high_freq
3178366,6.5,77.25,4,high_freq
3179365,5.0,8.909090909090908,22,high_freq
3180319,379.0,379.0,1,rare
3180889,39.0,39.0,1,low_freq
3181075,13.0,15.875,16,high_freq
3181266,0.0,0.0,1,high_freq
3181809,554.0,554.0,1,rare
3182072,99.0,204.0,5,rare
3182575,26.5,26.5,2,monthly_like
3183116,30.0,121.0,5,monthly_like
3183316,138.5,146.25,4,rare
318396,208.0,208.0,2,rare
3184929,16.5,22.5,4,monthly_like
3185958,54.0,54.0,1,low_freq
318619,50.5,50.5,2,low_freq
3186200,8.0,35.666666666666664,3,high_freq
3186311,18.0,20.0,13,monthly_like
3187124,15.0,37.06666666666667,15,monthly_like
3188025,55.0,55.0,1,low_freq
3189671,50.0,112.66666666666667,6,low_freq
3190151,1.0,1.8888888888888888,27,high_freq
3191039,0.0,0.0,1,high_freq
3192521,88.0,126.66666666666667,3,rare
3193243,4.0,17.2,5,high_freq
3193269,18.0,47.63157894736842,19,monthly_like
3193696,0.0,0.0,1,high_freq
3194065,0.0,95.0,3,high_freq
319485,8.0,9.666666666666666,3,high_freq
3195345,5.0,9.0,9,high_freq
3197431,5.0,14.5,8,high_freq
3197919,32.0,32.0,2,low_freq
3198223,775.0,775.0,1,rare
3199295,179.0,179.0,2,rare
3200657,265.5,265.5,2,rare
3202083,98.0,98.0,1,rare
3203380,11.5,59.666666666666664,6,high_freq
3203793,35.0,64.33333333333333,9,low_freq
3203915,14.5,20.833333333333332,6,monthly_like
3203969,50.5,50.5,2,low_freq
3205241,11.0,13.642857142857142,14,high_freq
320536,2.0,73.28571428571429,14,high_freq
3206665,16.5,50.35,20,monthly_like
3207686,48.0,48.75,4,low_freq
3207905,7.5,10.0,6,high_freq
3208117,23.0,32.75,4,monthly_like
321002,65.0,55.333333333333336,3,rare
3213676,10.0,12.933333333333334,15,high_freq
3214119,0.0,0.0,1,high_freq
3216658,16.0,101.25,8,monthly_like
3217578,25.5,31.5,6,monthly_like
3217602,23.5,25.0,4,monthly_like
3219755,13.0,20.53846153846154,26,high_freq
3220096,20.5,19.785714285714285,14,monthly_like
3220784,14.0,20.5,6,high_freq
3220999,2.0,7.228571428571429,35,high_freq
3222699,17.0,38.22222222222222,9,monthly_like
322589,20.5,20.5,2,monthly_like
3225980,53.0,38.2,5,low_freq
3226828,8.5,12.0,4,high_freq
3226906,44.0,97.66666666666667,3,low_freq
3227137,52.0,40.333333333333336,3,low_freq
3227140,130.0,130.0,1,rare
3227164,0.0,5.0,3,high_freq
3227739,559.0,559.0,1,rare
3227932,9.5,39.30769230769231,26,high_freq
3228168,10.0,10.0,2,high_freq
3228469,22.0,24.666666666666668,3,monthly_like
3229008,2.0,2.0,1,high_freq
3229460,8.0,38.21739130434783,23,high_freq
3232715,248.5,248.5,2,rare
3234281,4.0,9.846153846153847,13,high_freq
323523,30.0,101.7,10,monthly_like
3236052,13.0,14.846153846153847,13,high_freq
3239134,5.5,45.27272727272727,22,high_freq
3239315,102.0,102.0,1,rare
3239805,409.0,409.0,1,rare
3240745,55.0,55.0,1,low_freq
3241007,24.0,82.0,12,monthly_like
324127,3.5,25.0,14,high_freq
324441,2.0,19.6,5,high_freq
324552,49.0,49.0,1,low_freq
325661,26.0,27.444444444444443,9,monthly_like
325672,11.0,51.25,8,high_freq
328263,5.5,6.3,10,high_freq
328793,78.5,78.5,2,rare
329095,131.0,131.0,1,rare
329199,30.0,43.0,5,monthly_like
330722,1.0,6.666666666666667,3,high_freq
330977,6.5,6.5,2,high_freq
331774,113.0,113.0,1,rare
331928,12.0,23.333333333333332,3,high_freq
332772,19.0,18.333333333333332,3,monthly_like
333769,81.0,270.0,3,rare
334061,179.5,191.5,4,rare
335111,273.0,273.0,1,rare
336492,13.5,35.416666666666664,12,high_freq
336661,53.5,53.5,2,low_freq
337548,2.0,10.133333333333333,15,high_freq
337752,843.0,843.0,1,rare
338099,127.0,127.0,1,rare
340077,28.0,62.36363636363637,11,monthly_like
340245,93.0,352.6666666666667,3,rare
341551,8.5,37.5,6,high_freq
342530,20.0,27.357142857142858,14,monthly_like
342790,22.0,22.0,1,monthly_like
342866,0.0,0.0,1,high_freq
342933,9.0,9.0,2,high_freq
343726,49.0,85.33333333333333,3,low_freq
344441,56.0,109.75,4,low_freq
345267,14.0,54.833333333333336,6,high_freq
345299,111.0,111.0,1,rare
346433,5.0,49.333333333333336,3,high_freq
346821,175.0,175.0,1,rare
347874,36.5,36.5,2,low_freq
348635,35.0,73.5,6,low_freq
352092,25.0,66.16666666666667,12,monthly_like
352266,14.0,33.8125,16,high_freq
352613,160.5,160.5,2,rare
352829,42.0,134.0,7,low_freq
353153,14.5,18.25,4,monthly_like
353625,14.5,24.25,4,monthly_like
354338,219.5,219.5,2,rare
354438,55.0,82.83333333333333,6,low_freq
355076,0.0,0.0,1,high_freq
355862,167.0,167.0,2,rare
356356,0.0,0.0,1,high_freq
356820,67.0,250.0,4,rare
357763,18.0,18.0,2,monthly_like
358301,5.0,44.666666666666664,3,high_freq
358950,104.0,183.2,5,rare
360377,12.0,21.77777777777778,9,high_freq
360797,489.0,489.0,1,rare
361155,6.0,15.0,5,high_freq
361352,17.0,86.72727272727273,11,monthly_like
362002,8.0,71.0,13,high_freq
362339,21.0,44.25,4,monthly_like
362583,34.5,34.5,2,low_freq
363386,411.0,411.0,1,rare
363928,25.0,25.0,1,monthly_like
364326,43.0,43.0,2,low_freq
365566,12.0,14.090909090909092,11,high_freq
365641,22.0,86.63636363636364,11,monthly_like
366385,111.0,111.0,2,rare
366717,12.0,24.625,8,high_freq
367213,7.0,21.75,4,high_freq
369135,148.0,148.0,2,rare
369256,31.0,54.0,5,low_freq
369276,394.0,394.0,1,rare
370200,32.0,31.692307692307693,13,low_freq
370368,10.0,27.428571428571427,7,high_freq
372256,4.0,4.0,1,high_freq
372496,6.0,11.2,10,high_freq
372511,595.0,595.0,1,rare
373453,168.0,162.0,3,rare
373473,9.0,18.666666666666668,9,high_freq
3750259,25.0,60.72727272727273,11,monthly_like
3751096,7.0,8.115384615384615,26,high_freq
375271,0.0,0.0,1,high_freq
3753746,19.5,150.83333333333334,6,monthly_like
3754291,34.5,95.25,4,low_freq
375442,74.0,74.0,1,rare
3754557,49.0,100.66666666666667,3,low_freq
3756957,25.0,25.0,1,monthly_like
3759677,27.5,27.5,2,monthly_like
3759883,20.5,27.75,4,monthly_like
3761250,24.0,38.93333333333333,15,monthly_like
3763677,354.0,354.0,1,rare
3763977,159.0,159.0,2,rare
3766192,20.0,26.5,4,monthly_like
3767033,100.0,100.0,1,rare
3768034,169.0,169.0,1,rare
3768247,36.0,36.0,1,low_freq
3768708,22.0,36.0,3,monthly_like
3769082,8.0,8.0,2,high_freq
3769821,128.0,128.0,1,rare
3771772,22.0,22.0,1,monthly_like
3771841,0.0,16.2,5,high_freq
3773648,7.0,8.75,4,high_freq
377528,39.5,39.5,2,low_freq
3776199,11.0,11.933333333333334,15,high_freq
3776361,21.0,38.26086956521739,23,monthly_like
377758,197.5,197.5,2,rare
377815,18.0,18.0,1,monthly_like
3778199,7.5,15.1,10,high_freq
3778960,15.0,73.0,9,monthly_like
3779058,6.0,4.9655172413793105,29,high_freq
377932,16.0,64.0,4,monthly_like
3781719,19.5,20.0,4,monthly_like
378212,119.0,162.2,5,rare
3783153,46.0,46.0,1,low_freq
3785232,46.0,46.0,1,low_freq
3785426,155.0,155.0,1,rare
3785444,57.5,57.5,2,low_freq
3786020,281.0,281.0,2,rare
3787058,114.0,114.0,1,rare
3787301,6.0,30.0,3,high_freq
3787431,54.5,54.5,2,low_freq
3789278,7.0,7.0,1,high_freq
3789869,5.5,7.5,4,high_freq
3791051,0.0,0.0,1,high_freq
3791236,30.0,115.75,8,monthly_like
3791360,211.0,211.0,2,rare
379148,0.0,0.0,1,high_freq
3792512,780.0,780.0,1,rare
3792574,71.0,71.0,2,rare
3793109,0.0,0.0,1,high_freq
3793913,52.0,83.4,5,low_freq
3794402,32.0,32.0,1,low_freq
3795103,0.0,11.333333333333334,3,high_freq
3795829,24.0,23.75,4,monthly_like
3796045,151.0,151.0,1,rare
3796263,9.0,9.0,2,high_freq
3796454,25.0,25.0,1,monthly_like
379702,19.0,38.75,4,monthly_like
3798364,8.5,35.06666666666667,30,high_freq
3798758,43.0,47.0,4,low_freq
3799325,41.0,41.0,1,low_freq
3800179,14.0,14.0,1,high_freq
3802950,69.0,69.0,1,rare
3806922,57.0,145.33333333333334,3,low_freq
3806984,33.0,37.0,3,low_freq
3807237,8.0,8.0,1,high_freq
3807840,111.0,111.0,1,rare
3807888,9.0,12.785714285714286,14,high_freq
3808141,43.0,43.0,1,low_freq
3808206,26.5,131.0,4,monthly_like
3808915,1.0,1.0,1,high_freq
3809431,29.0,29.0,1,monthly_like
3809442,9.0,12.0,3,high_freq
3811087,151.5,151.5,2,rare
3811722,4.0,4.0,1,high_freq
3811803,38.5,38.5,2,low_freq
3812564,5.5,5.5,2,high_freq
381273,11.5,33.0,6,high_freq
3813183,55.0,55.0,1,low_freq
3813293,193.0,193.0,2,rare
3814044,19.5,21.0,4,monthly_like
3814895,5.0,10.365853658536585,41,high_freq
3815439,17.0,76.33333333333333,12,monthly_like
3815543,111.0,111.0,1,rare
3815574,51.0,65.33333333333333,9,low_freq
3816270,7.0,7.0,2,high_freq
3816898,126.5,126.5,2,rare
3818479,15.0,27.333333333333332,3,monthly_like
3819287,167.0,167.0,1,rare
3821156,74.0,74.0,1,rare
3821537,464.5,464.5,2,rare
3821628,17.0,33.2,5,monthly_like
3821825,21.5,29.25,4,monthly_like
3821876,116.0,116.0,1,rare
3822493,13.0,13.0,2,high_freq
3823221,960.0,960.0,1,rare
3824284,5.5,10.964285714285714,28,high_freq
3825657,1.0,8.76923076923077,13,high_freq
382737,2.0,133.0,3,high_freq
3828133,119.0,119.0,1,rare
382877,150.0,150.0,1,rare
3828934,0.0,19.0,3,high_freq
3832920,72.0,188.6,5,rare
3833698,44.0,104.0,3,low_freq
3833950,349.0,349.0,1,rare
3834340,163.0,163.0,1,rare
3834744,11.0,11.0,1,high_freq
3834992,20.5,86.7,10,monthly_like
3835582,18.5,60.9375,16,monthly_like
3835704,42.0,30.333333333333332,3,low_freq
3836282,159.0,159.0,2,rare
384061,258.0,258.0,1,rare
3841421,22.5,146.0,6,monthly_like
3842258,10.0,15.083333333333334,12,high_freq
3843919,183.5,183.5,2,rare
3845132,85.5,85.5,2,rare
384551,5.0,84.66666666666667,6,high_freq
3847976,2.0,2.871794871794872,39,high_freq
3848422,3.5,5.090909090909091,22,high_freq
3848607,14.0,14.0,1,high_freq
3848617,12.0,29.666666666666668,6,high_freq
3850297,222.0,222.0,1,rare
3850808,4.5,4.5,2,high_freq
3850913,8.0,39.666666666666664,3,high_freq
3851855,20.0,219.0,3,monthly_like
3852756,7.0,15.461538461538462,13,high_freq
3855829,7.0,7.0,1,high_freq
3856474,9.0,18.166666666666668,6,high_freq
3856703,0.0,0.0,1,high_freq
3858303,41.0,49.25,4,low_freq
385838,90.5,100.0,4,rare
3859739,11.0,11.0,1,high_freq
3860030,5.0,32.5,12,high_freq
3860061,15.0,15.0,2,monthly_like
3860986,6.0,7.909090909090909,22,high_freq
3861098,21.0,33.666666666666664,3,monthly_like
3861140,30.0,27.0,4,monthly_like
3861249,5.5,14.75,24,high_freq
3861799,34.0,34.0,1,low_freq
3863014,5.5,7.25,8,high_freq
3863287,13.0,90.14285714285714,7,high_freq
3864328,45.0,137.14285714285714,7,low_freq
3865037,0.0,0.0,1,high_freq
3865107,6.0,22.733333333333334,15,high_freq
386537,104.0,104.0,1,rare
3865665,3.5,7.791666666666667,24,high_freq
386712,7.0,81.66666666666667,12,high_freq
3867533,0.0,2.0,3,high_freq
3867893,17.0,17.0,1,monthly_like
3868058,127.0,127.0,1,rare
3870251,17.0,35.56,25,monthly_like
3870934,10.0,10.0,1,high_freq
3872018,13.5,13.5,2,high_freq
387280,150.5,150.5,2,rare
387475,53.5,82.66666666666667,6,low_freq
387525,9.0,11.0,3,high_freq
3875326,198.0,174.66666666666666,3,rare
387609,25.5,43.857142857142854,14,monthly_like
3876324,13.0,15.583333333333334,12,high_freq
387636,369.0,369.0,1,rare
3876441,3.5,3.8636363636363638,44,high_freq
3877560,38.0,43.77777777777778,9,low_freq
387797,170.0,139.33333333333334,3,rare
3878493,93.0,319.6666666666667,3,rare
3878618,288.0,288.0,1,rare
387900,10.0,10.0,1,high_freq
3879497,4.0,14.0,9,high_freq
3879697,5.0,6.029411764705882,34,high_freq
3880128,22.5,134.5,6,monthly_like
388136,29.0,29.0,1,monthly_like
3882760,42.0,202.0,5,low_freq
3882808,54.0,68.66666666666667,3,low_freq
388367,34.0,34.0,1,low_freq
3884251,8.5,20.714285714285715,14,high_freq
3884668,16.0,16.0,1,monthly_like
3884854,467.0,467.0,1,rare
3885233,24.0,24.0,1,monthly_like
3885923,0.0,0.0,1,high_freq
3887591,27.5,27.5,4,monthly_like
391306,12.5,20.857142857142858,28,high_freq
391537,21.0,21.0,1,monthly_like
391955,34.0,121.0,3,low_freq
392711,43.0,43.0,1,low_freq
3930598,59.0,75.42857142857143,7,low_freq
3932183,40.5,40.5,2,low_freq
3932676,9.0,29.416666666666668,12,high_freq
3933737,24.5,62.666666666666664,6,monthly_like
3933833,0.0,0.0,1,high_freq
3934536,14.0,14.8,5,high_freq
3935712,23.0,25.0,5,monthly_like
394671,216.0,216.0,1,rare
397168,4.5,82.125,8,high_freq
3977620,19.0,22.6,5,monthly_like
3978256,30.0,30.0,1,monthly_like
397837,41.5,222.0,4,low_freq
397973,1.5,2.5,4,high_freq
3979823,17.0,17.0,2,monthly_like
3980072,0.0,0.0,1,high_freq
3981545,28.0,28.0,1,monthly_like
3981977,973.0,973.0,1,rare
3982308,36.0,102.28571428571429,7,low_freq
3985255,4.0,8.11111111111111,18,high_freq
3985469,10.0,14.5,12,high_freq
3985868,432.5,432.5,2,rare
3986108,16.0,15.666666666666666,3,monthly_like
3986121,7.0,6.714285714285714,7,high_freq
3987275,6.0,6.0,1,high_freq
3987382,0.0,0.0,1,high_freq
3988678,0.0,0.6666666666666666,3,high_freq
3989132,49.0,338.0,3,low_freq
3989323,5.0,43.0,9,high_freq
3990091,1.0,1.0,1,high_freq
3990524,22.5,28.25,4,monthly_like
3991544,740.0,740.0,1,rare
3991795,48.0,196.4,5,low_freq
3993263,25.0,25.0,1,monthly_like
3994184,27.0,26.0,3,monthly_like
3995026,80.0,137.8,5,rare
3995189,22.5,22.5,2,monthly_like
3995603,139.0,121.2,5,rare
3996620,25.5,25.5,2,monthly_like
3997723,56.0,56.0,1,low_freq
3998179,3.5,9.333333333333334,6,high_freq
3998254,31.0,67.0,5,low_freq
3998491,32.5,124.75,4,low_freq
3998750,16.0,34.45454545454545,11,monthly_like
3998782,12.5,26.625,16,high_freq
3998834,131.0,131.0,2,rare
3999320,10.0,71.21428571428571,14,high_freq
3999326,16.0,15.0,4,monthly_like
3999403,86.0,86.0,1,rare
3999477,6.0,9.923076923076923,13,high_freq
3999865,63.0,133.16666666666666,6,rare
4000206,4.0,7.8076923076923075,26,high_freq
400056,17.0,30.6,5,monthly_like
4000617,96.5,96.5,2,rare
4001457,476.5,476.5,2,rare
4002488,3.0,2.75,4,high_freq
4002613,0.0,0.0,1,high_freq
4003002,183.0,183.0,2,rare
4003639,234.5,234.5,2,rare
4004019,6.0,70.3076923076923,13,high_freq
4005892,9.0,9.0,1,high_freq
4006503,93.0,93.0,2,rare
4006947,98.0,98.0,1,rare
4008163,9.0,21.444444444444443,9,high_freq
401163,898.0,898.0,1,rare
4012306,3.0,7.142857142857143,7,high_freq
4013547,8.5,10.785714285714286,14,high_freq
401469,0.0,0.0,1,high_freq
4015923,47.0,47.0,1,low_freq
4017505,5.0,5.0,2,high_freq
4020556,47.0,47.0,1,low_freq
4021981,241.5,241.5,2,rare
4022954,140.0,140.0,1,rare
4023704,6.5,46.75,16,high_freq
402410,13.5,36.5,14,high_freq
4024920,247.5,247.5,2,rare
4026575,5.0,23.166666666666668,6,high_freq
4027191,29.5,29.5,2,monthly_like
4027204,18.0,18.0,2,monthly_like
4028505,43.5,43.5,2,low_freq
4030165,913.0,913.0,1,rare
4030292,18.0,40.36363636363637,11,monthly_like
4030502,132.0,132.0,2,rare
4031194,197.0,197.0,1,rare
4032088,7.0,67.81818181818181,11,high_freq
4033267,9.0,56.333333333333336,15,high_freq
4034528,46.5,46.5,2,low_freq
4035931,58.0,58.0,1,low_freq
4036418,32.0,115.14285714285714,7,low_freq
4037031,10.5,17.1,10,high_freq
4037438,11.0,17.714285714285715,7,high_freq
4037722,40.0,50.0,4,low_freq
403790,15.0,41.333333333333336,3,monthly_like
4038228,31.0,177.8,5,low_freq
4038229,8.0,16.0,3,high_freq
4038663,90.5,123.0,4,rare
4038974,11.0,70.75,4,high_freq
4040628,17.0,181.2,5,monthly_like
4041006,31.0,100.83333333333333,6,low_freq
